r1_id,r1_name,r1_phone,r1_cuisine,r2_id,r2_name,r2_phone,r2_cuisine,a1_value,a2_value,c1_value,c2_value
253,frico bar,212/564 -7272,italian,786,gotham bar & grill,212-620-4020,` american ( new ) ',402 w 43rd st off 9th ave,12 e 12th st,` new york ',` new york '
228,dean & deluca,212/254 -8776,` coffee bar ',786,gotham bar & grill,212-620-4020,` american ( new ) ',121 prince st,12 e 12th st,` new york ',` new york '
221,china grill,212/333 -7788,american,786,gotham bar & grill,212-620-4020,` american ( new ) ',60 w 53rd st,12 e 12th st,` new york ',` new york '
218,cendrillon asian grill & marimba bar,212/343 -9012,asian,786,gotham bar & grill,212-620-4020,` american ( new ) ',45 mercer st between broome and grand sts,12 e 12th st,` new york ',` new york '
198,bryant park grill roof restaurant and bp,212/840 -6500,american,786,gotham bar & grill,212-620-4020,` american ( new ) ',25 w 40th st between 5th and 6th aves,12 e 12th st,` new york ',` new york '
188,bar anise,212/355 -1112,mediterranean,786,gotham bar & grill,212-620-4020,` american ( new ) ',1022 3rd ave between 60th and 61st sts,12 e 12th st,` new york ',` new york '
182,ambassador grill,212/702 -5014,american,786,gotham bar & grill,212-620-4020,` american ( new ) ',1 united nations plaza at 44th st,12 e 12th st,` new york ',` new york '
34,four seasons grill room,212/754 -9494,american,786,gotham bar & grill,212-620-4020,` american ( new ) ',99 e 52nd st,12 e 12th st,` new york ',` new york '
47,mesa grill,212/807 -7400,american,786,gotham bar & grill,212-620-4020,` american ( new ) ',102 5th ave between 15th and 16th sts,12 e 12th st,` new york ',` new york '
62,smith & wollensky,212/753 -1530,american,786,gotham bar & grill,212-620-4020,` american ( new ) ',201 e 49th st,12 e 12th st,` new york ',` new york '
35,gotham bar & grill,212/620 -4020,american,786,gotham bar & grill,212-620-4020,` american ( new ) ',12 e 12th st,12 e 12th st,` new york city ',` new york '
618,kelley & ping,212-228-1212,pan-asian,786,gotham bar & grill,212-620-4020,` american ( new ) ',127 greene st,12 e 12th st,` new york city ',` new york '
632,oyster bar,212-490-6650,seafood,786,gotham bar & grill,212-620-4020,` american ( new ) ',lower level,12 e 12th st,` new york city ',` new york '
652,wollensky grill,212-753-0444,steakhouses,786,gotham bar & grill,212-620-4020,` american ( new ) ',205 e 49th st,12 e 12th st,` new york city ',` new york '
347,seventh regiment mess and bar,212/744 -4107,american,35,gotham bar & grill,212/620 -4020,american,643 park ave at 66th st,12 e 12th st,` new york ',` new york '
345,sea grill,212/332 -7610,seafood,35,gotham bar & grill,212/620 -4020,american,19 w 49th st,12 e 12th st,` new york ',` new york '
326,pen & pencil,212/682 -8660,american,35,gotham bar & grill,212/620 -4020,american,205 e 45th st,12 e 12th st,` new york ',` new york '
309,monkey bar,212/838 -2600,american,35,gotham bar & grill,212/620 -4020,american,60 e 54th st,12 e 12th st,` new york ',` new york '
308,milan and coffee bar,212/807 -1801,` coffee bar ',35,gotham bar & grill,212/620 -4020,american,120 w 23rd st,12 e 12th st,` new york ',` new york '
277,judson grill,212/582 -5252,american,35,gotham bar & grill,212/620 -4020,american,152 w 52nd st,12 e 12th st,` new york ',` new york '
269,inca grill,212/966 -3371,` latin american ',35,gotham bar & grill,212/620 -4020,american,492 broome st near w broadway,12 e 12th st,` new york ',` new york '
253,frico bar,212/564 -7272,italian,35,gotham bar & grill,212/620 -4020,american,402 w 43rd st off 9th ave,12 e 12th st,` new york ',` new york '
228,dean & deluca,212/254 -8776,` coffee bar ',35,gotham bar & grill,212/620 -4020,american,121 prince st,12 e 12th st,` new york ',` new york '
221,china grill,212/333 -7788,american,35,gotham bar & grill,212/620 -4020,american,60 w 53rd st,12 e 12th st,` new york ',` new york '
218,cendrillon asian grill & marimba bar,212/343 -9012,asian,35,gotham bar & grill,212/620 -4020,american,45 mercer st between broome and grand sts,12 e 12th st,` new york ',` new york '
198,bryant park grill roof restaurant and bp,212/840 -6500,american,35,gotham bar & grill,212/620 -4020,american,25 w 40th st between 5th and 6th aves,12 e 12th st,` new york ',` new york '
188,bar anise,212/355 -1112,mediterranean,35,gotham bar & grill,212/620 -4020,american,1022 3rd ave between 60th and 61st sts,12 e 12th st,` new york ',` new york '
182,ambassador grill,212/702 -5014,american,35,gotham bar & grill,212/620 -4020,american,1 united nations plaza at 44th st,12 e 12th st,` new york ',` new york '
34,four seasons grill room,212/754 -9494,american,35,gotham bar & grill,212/620 -4020,american,99 e 52nd st,12 e 12th st,` new york ',` new york '
295,lincoln tavern,212/721 -8271,american,36,gramercy tavern,212/477 -0777,american,51 w 64th st,42 e 20th st between park ave and broadway,` new york ',` new york '
250,fraunces tavern,212/269 -0144,american,36,gramercy tavern,212/477 -0777,american,54 pearl st at broad st,42 e 20th st between park ave and broadway,` new york ',` new york '
37,island spice,212/765 -1737,` tel caribbean ',788,island spice,212-765-1737,caribbean,402 w 44th st,402 w 44th st,` new york city ',` new york '
38,jo jo,212/223 -5656,american,789,jo jo,212-223-5656,` french bistro ',160 e 64th st,160 e 64th st,` new york city ',` new york '
282,la reserve,212/247 -2993,french,790,la caravelle,212-586-4252,` french ( classic ) ',4 w 49th st,33 w 55th st,` new york ',` new york '
217,casa la femme,212/505 -0005,` middle eastern ',790,la caravelle,212-586-4252,` french ( classic ) ',150 wooster st between houston and prince sts,33 w 55th st,` new york ',` new york '
203,la fortuna,212/724 -5846,` coffee bar ',790,la caravelle,212-586-4252,` french ( classic ) ',69 w 71st st,33 w 55th st,` new york ',` new york '
40,la cote basque,212/688 -6525,french,790,la caravelle,212-586-4252,` french ( classic ) ',60 w 55th st between 5th and 6th ave,33 w 55th st,` new york ',` new york '
39,la caravelle,212/586 -4252,french,790,la caravelle,212-586-4252,` french ( classic ) ',33 w 55th st,33 w 55th st,` new york city ',` new york '
621,la caridad,212-874-2780,cuban,790,la caravelle,212-586-4252,` french ( classic ) ',2199 broadway,33 w 55th st,` new york city ',` new york '
622,la grenouille,212-752-1495,` french ( classic ) ',790,la caravelle,212-586-4252,` french ( classic ) ',3 e 52nd st,33 w 55th st,` new york city ',` new york '
282,la reserve,212/247 -2993,french,39,la caravelle,212/586 -4252,french,4 w 49th st,33 w 55th st,` new york ',` new york '
217,casa la femme,212/505 -0005,` middle eastern ',39,la caravelle,212/586 -4252,french,150 wooster st between houston and prince sts,33 w 55th st,` new york ',` new york '
203,la fortuna,212/724 -5846,` coffee bar ',39,la caravelle,212/586 -4252,french,69 w 71st st,33 w 55th st,` new york ',` new york '
282,la reserve,212/247 -2993,french,40,la cote basque,212/688 -6525,french,4 w 49th st,60 w 55th st between 5th and 6th ave,` new york ',` new york '
217,casa la femme,212/505 -0005,` middle eastern ',40,la cote basque,212/688 -6525,french,150 wooster st between houston and prince sts,60 w 55th st between 5th and 6th ave,` new york ',` new york '
203,la fortuna,212/724 -5846,` coffee bar ',40,la cote basque,212/688 -6525,french,69 w 71st st,60 w 55th st between 5th and 6th ave,` new york ',` new york '
39,la caravelle,212/586 -4252,french,40,la cote basque,212/688 -6525,french,33 w 55th st,60 w 55th st between 5th and 6th ave,` new york ',` new york '
293,le select,212/875 -1993,american,792,le bernardin,212-489-1515,seafood,507 columbus ave between 84th and 85th sts,155 w 51st st,` new york ',` new york '
292,le perigord,212/755 -6244,french,792,le bernardin,212-489-1515,seafood,405 e 52nd st,155 w 51st st,` new york ',` new york '
291,le marais,212/869 -0900,american,792,le bernardin,212-489-1515,seafood,150 w 46th st,155 w 51st st,` new york ',` new york '
290,le madri,212/727 -8022,italian,792,le bernardin,212-489-1515,seafood,168 w 18th st,155 w 51st st,` new york ',` new york '
289,le jardin,212/343 -9599,french,792,le bernardin,212-489-1515,seafood,25 cleveland pl near spring st,155 w 51st st,` new york ',` new york '
288,le gamin,212/254 -4678,` coffee bar ',792,le bernardin,212-489-1515,seafood,50 macdougal st between houston and prince sts,155 w 51st st,` new york ',` new york '
287,le colonial,' 212 / 752-0808 ',asian,792,le bernardin,212-489-1515,seafood,149 e 57th st,155 w 51st st,` new york ',` new york '
286,le chantilly,212/751 -2931,french,792,le bernardin,212-489-1515,seafood,106 e 57th st,155 w 51st st,` new york ',` new york '
41,le bernardin,212/489 -1515,french,792,le bernardin,212-489-1515,seafood,155 w 51st st,155 w 51st st,` new york city ',` new york '
293,le select,212/875 -1993,american,41,le bernardin,212/489 -1515,french,507 columbus ave between 84th and 85th sts,155 w 51st st,` new york ',` new york '
292,le perigord,212/755 -6244,french,41,le bernardin,212/489 -1515,french,405 e 52nd st,155 w 51st st,` new york ',` new york '
291,le marais,212/869 -0900,american,41,le bernardin,212/489 -1515,french,150 w 46th st,155 w 51st st,` new york ',` new york '
290,le madri,212/727 -8022,italian,41,le bernardin,212/489 -1515,french,168 w 18th st,155 w 51st st,` new york ',` new york '
289,le jardin,212/343 -9599,french,41,le bernardin,212/489 -1515,french,25 cleveland pl near spring st,155 w 51st st,` new york ',` new york '
288,le gamin,212/254 -4678,` coffee bar ',41,le bernardin,212/489 -1515,french,50 macdougal st between houston and prince sts,155 w 51st st,` new york ',` new york '
287,le colonial,' 212 / 752-0808 ',asian,41,le bernardin,212/489 -1515,french,149 e 57th st,155 w 51st st,` new york ',` new york '
286,le chantilly,212/751 -2931,french,41,le bernardin,212/489 -1515,french,106 e 57th st,155 w 51st st,` new york ',` new york '
294,les halles,212/679 -4111,french,42,les celebrites,212/484 -5113,french,411 park ave between 28th and 29th sts,160 central park,` new york ',` new york '
314,new york noodletown,212/349 -0923,asian,794,lespinasse ( new york city ),212-339-6719,asian,28 1/2 bowery at bayard st,2 e 55th st,` new york ',` new york '
313,new york kom tang soot bul house,' 212 / 947-8482 ',asian,794,lespinasse ( new york city ),212-339-6719,asian,32 w 32nd st,2 e 55th st,` new york ',` new york '
43,lespinasse,212/339 -6719,american,794,lespinasse ( new york city ),212-339-6719,asian,2 e 55th st,2 e 55th st,` new york city ',` new york '
628,monsoon ( ny ),212-580-8686,thai,794,lespinasse ( new york city ),212-339-6719,asian,435 amsterdam ave,2 e 55th st,` new york city ',` new york '
44,lutece,212/752 -2225,french,795,lutece,212-752-2225,` french ( classic ) ',249 e 50th st,249 e 50th st,` new york city ',` new york '
301,manhattan,212/888 -6556,american,796,manhattan ocean,212-371-7777,seafood,1161 1st ave between 63rd and 64th sts,57 w 58th st,` new york ',` new york '
45,manhattan ocean,' 212 / 371-7777 ',seafood,796,manhattan ocean,212-371-7777,seafood,57 w 58th st,57 w 58th st,` new york city ',` new york '
301,manhattan,212/888 -6556,american,45,manhattan ocean,' 212 / 371-7777 ',seafood,1161 1st ave between 63rd and 64th sts,57 w 58th st,` new york ',` new york '
46,march,212/754 -6272,american,797,march,212-754-6272,` american ( new ) ',405 e 58th st,405 e 58th st,` new york city ',` new york '
364,tribeca grill,212/941 -3900,american,47,mesa grill,212/807 -7400,american,375 greenwich st near franklin st,102 5th ave between 15th and 16th sts,` new york ',` new york '
345,sea grill,212/332 -7610,seafood,47,mesa grill,212/807 -7400,american,19 w 49th st,102 5th ave between 15th and 16th sts,` new york ',` new york '
277,judson grill,212/582 -5252,american,47,mesa grill,212/807 -7400,american,152 w 52nd st,102 5th ave between 15th and 16th sts,` new york ',` new york '
269,inca grill,212/966 -3371,` latin american ',47,mesa grill,212/807 -7400,american,492 broome st near w broadway,102 5th ave between 15th and 16th sts,` new york ',` new york '
221,china grill,212/333 -7788,american,47,mesa grill,212/807 -7400,american,60 w 53rd st,102 5th ave between 15th and 16th sts,` new york ',` new york '
218,cendrillon asian grill & marimba bar,212/343 -9012,asian,47,mesa grill,212/807 -7400,american,45 mercer st between broome and grand sts,102 5th ave between 15th and 16th sts,` new york ',` new york '
198,bryant park grill roof restaurant and bp,212/840 -6500,american,47,mesa grill,212/807 -7400,american,25 w 40th st between 5th and 6th aves,102 5th ave between 15th and 16th sts,` new york ',` new york '
182,ambassador grill,212/702 -5014,american,47,mesa grill,212/807 -7400,american,1 united nations plaza at 44th st,102 5th ave between 15th and 16th sts,` new york ',` new york '
34,four seasons grill room,212/754 -9494,american,47,mesa grill,212/807 -7400,american,99 e 52nd st,102 5th ave between 15th and 16th sts,` new york ',` new york '
35,gotham bar & grill,212/620 -4020,american,47,mesa grill,212/807 -7400,american,12 e 12th st,102 5th ave between 15th and 16th sts,` new york ',` new york '
50,oceana,212/759 -5941,seafood,801,oceana,212-759-5941,seafood,55 e 54th st,55 e 54th st,` new york city ',` new york '
314,new york noodletown,212/349 -0923,asian,802,park avenue ( new york city ),212-644-1900,` american ( new ) ',28 1/2 bowery at bayard st,100 e 63rd st,` new york ',` new york '
313,new york kom tang soot bul house,' 212 / 947-8482 ',asian,802,park avenue ( new york city ),212-644-1900,` american ( new ) ',32 w 32nd st,100 e 63rd st,` new york ',` new york '
232,duane park,212/732 -5555,american,802,park avenue ( new york city ),212-644-1900,` american ( new ) ',157 duane st between w broadway and hudson st,100 e 63rd st,` new york ',` new york '
198,bryant park grill roof restaurant and bp,212/840 -6500,american,802,park avenue ( new york city ),212-644-1900,` american ( new ) ',25 w 40th st between 5th and 6th aves,100 e 63rd st,` new york ',` new york '
794,lespinasse ( new york city ),212-339-6719,asian,802,park avenue ( new york city ),212-644-1900,` american ( new ) ',2 e 55th st,100 e 63rd st,` new york ',` new york '
58,second avenue deli,212/677 -0606,delicatessen,802,park avenue ( new york city ),212-644-1900,` american ( new ) ',156 2nd ave at 10th st,100 e 63rd st,` new york ',` new york '
51,park avenue,212/644 -1900,american,802,park avenue ( new york city ),212-644-1900,` american ( new ) ',100 e 63rd st,100 e 63rd st,` new york city ',` new york '
628,monsoon ( ny ),212-580-8686,thai,802,park avenue ( new york city ),212-644-1900,` american ( new ) ',435 amsterdam ave,100 e 63rd st,` new york city ',` new york '
232,duane park,212/732 -5555,american,51,park avenue,212/644 -1900,american,157 duane st between w broadway and hudson st,100 e 63rd st,` new york ',` new york '
198,bryant park grill roof restaurant and bp,212/840 -6500,american,51,park avenue,212/644 -1900,american,25 w 40th st between 5th and 6th aves,100 e 63rd st,` new york ',` new york '
52,petrossian,212/245 -2214,french,803,petrossian,212-245-2214,russian,182 w 58th st,182 w 58th st,` new york city ',` new york '
53,picholine,212/724 -8585,mediterranean,804,picholine,212-724-8585,mediterranean,35 w 64th st,35 w 64th st,` new york city ',` new york '
34,four seasons grill room,212/754 -9494,american,806,rainbow room,212-632-5000,` american ( new ) ',99 e 52nd st,30 rockefeller plaza,` new york ',` new york '
55,rainbow room,212/632 -5000,` or 212/632 -5100 american ',806,rainbow room,212-632-5000,` american ( new ) ',30 rockefeller plaza,30 rockefeller plaza,` new york city ',` new york '
34,four seasons grill room,212/754 -9494,american,55,rainbow room,212/632 -5000,` or 212/632 -5100 american ',99 e 52nd st,30 rockefeller plaza,` new york ',` new york '
342,san pietro,212/753 -9015,italian,57,san domenico,212/265 -5959,italian,18 e 54th st,240 central park,` new york ',` new york '
352,stage deli,212/245 -7850,delicatessen,58,second avenue deli,212/677 -0606,delicatessen,834 7th ave between 53rd and 54th sts,156 2nd ave at 10th st,` new york ',` new york '
29,carnegie deli,212/757 -2245,delicatessen,58,second avenue deli,212/677 -0606,delicatessen,854 7th ave between 54th and 55th sts,156 2nd ave at 10th st,` new york ',` new york '
51,park avenue,212/644 -1900,american,58,second avenue deli,212/677 -0606,delicatessen,100 e 63rd st,156 2nd ave at 10th st,` new york ',` new york '
59,seryna,212/980 -9393,asian,810,seryna,212-980-9393,japanese,11 e 53rd st,11 e 53rd st,` new york city ',` new york '
375,west,212/246 -6363,american,60,shun lee west,212/371 -8844,asian,63rd street steakhouse 44 w 63rd st,43 w 65th st,` new york ',` new york '
361,the savannah,212/496 -1066,american,61,sign of the dove,212/861 -8080,american,2420 broadway at 89th st,1110 3rd ave at 65th st,` new york ',` new york '
360,the coffee pot,212/265 -3566,` coffee bar ',61,sign of the dove,212/861 -8080,american,350 9th ave at 49th st,1110 3rd ave at 65th st,` new york ',` new york '
274,jewel of india,212/869 -5544,asian,61,sign of the dove,212/861 -8080,american,15 w 44th st,1110 3rd ave at 65th st,` new york ',` new york '
372,vince & eddie,212/721 -0068,american,62,smith & wollensky,212/753 -1530,american,70 w 68th st,201 e 49th st,` new york ',` new york '
351,spring street natural restaurant & bar,212/966 -0290,american,62,smith & wollensky,212/753 -1530,american,62 spring st at lafayette st,201 e 49th st,` new york ',` new york '
326,pen & pencil,212/682 -8660,american,62,smith & wollensky,212/753 -1530,american,205 e 45th st,201 e 49th st,` new york ',` new york '
228,dean & deluca,212/254 -8776,` coffee bar ',62,smith & wollensky,212/753 -1530,american,121 prince st,201 e 49th st,` new york ',` new york '
218,cendrillon asian grill & marimba bar,212/343 -9012,asian,62,smith & wollensky,212/753 -1530,american,45 mercer st between broome and grand sts,201 e 49th st,` new york ',` new york '
35,gotham bar & grill,212/620 -4020,american,62,smith & wollensky,212/753 -1530,american,12 e 12th st,201 e 49th st,` new york ',` new york '
618,kelley & ping,212-228-1212,pan-asian,62,smith & wollensky,212/753 -1530,american,127 greene st,201 e 49th st,` new york city ',` new york '
361,the savannah,212/496 -1066,american,63,tavern on the green,212/873 -3200,american,2420 broadway at 89th st,in central park at 67th st,` new york ',` new york '
360,the coffee pot,212/265 -3566,` coffee bar ',63,tavern on the green,212/873 -3200,american,350 9th ave at 49th st,in central park at 67th st,` new york ',` new york '
295,lincoln tavern,212/721 -8271,american,63,tavern on the green,212/873 -3200,american,51 w 64th st,in central park at 67th st,` new york ',` new york '
250,fraunces tavern,212/269 -0144,american,63,tavern on the green,212/873 -3200,american,54 pearl st at broad st,in central park at 67th st,` new york ',` new york '
36,gramercy tavern,212/477 -0777,american,63,tavern on the green,212/873 -3200,american,42 e 20th st between park ave and broadway,in central park at 67th st,` new york ',` new york '
61,sign of the dove,212/861 -8080,american,63,tavern on the green,212/873 -3200,american,1110 3rd ave at 65th st,in central park at 67th st,` new york ',` new york '
65,union square,212/243 -4020,american,816,union square,212-243-4020,` american ( new ) ',21 e 16th st,21 e 16th st,` new york city ',` new york '
66,virgil,' 212 / 921-9494 ',american,817,virgil real bbq,212-921-9494,bbq,152 w 44th st,152 w 44th st,` new york city ',` new york '
28,carmine,212/362 -2200,italian,779,carmine,212-362-2200,italian,2450 broadway between 90th and 91st sts,2450 broadway,` new york ',` new york city '
64,uncle nick,212/315 -1726,mediterranean,815,uncle nick,212-245-7992,greek,747 9th ave between 50th and 51st sts,747 ninth ave,` new york ',` new york city '
361,the savannah,212/496 -1066,american,814,tavern on the green,212-873-3200,` american ( new ) ',2420 broadway at 89th st,central park west,` new york ',` new york city '
360,the coffee pot,212/265 -3566,` coffee bar ',814,tavern on the green,212-873-3200,` american ( new ) ',350 9th ave at 49th st,central park west,` new york ',` new york city '
295,lincoln tavern,212/721 -8271,american,814,tavern on the green,212-873-3200,` american ( new ) ',51 w 64th st,central park west,` new york ',` new york city '
250,fraunces tavern,212/269 -0144,american,814,tavern on the green,212-873-3200,` american ( new ) ',54 pearl st at broad st,central park west,` new york ',` new york city '
36,gramercy tavern,212/477 -0777,american,814,tavern on the green,212-873-3200,` american ( new ) ',42 e 20th st between park ave and broadway,central park west,` new york ',` new york city '
61,sign of the dove,212/861 -8080,american,814,tavern on the green,212-873-3200,` american ( new ) ',1110 3rd ave at 65th st,central park west,` new york ',` new york city '
63,tavern on the green,212/873 -3200,american,814,tavern on the green,212-873-3200,` american ( new ) ',in central park at 67th st,central park west,` new york ',` new york city '
812,sign of the dove,212-861-8080,` american ( new ) ',814,tavern on the green,212-873-3200,` american ( new ) ',1110 third ave,central park west,` new york city ',` new york city '
787,gramercy tavern,212-477-0777,` american ( new ) ',814,tavern on the green,212-873-3200,` american ( new ) ',42 e 20th st,central park west,` new york city ',` new york city '
651,windows on the world,212-524-7000,eclectic,814,tavern on the green,212-873-3200,` american ( new ) ',107th fl,central park west,` new york city ',` new york city '
372,vince & eddie,212/721 -0068,american,813,smith & wollensky,212-753-1530,steakhouses,70 w 68th st,797 third ave,` new york ',` new york city '
351,spring street natural restaurant & bar,212/966 -0290,american,813,smith & wollensky,212-753-1530,steakhouses,62 spring st at lafayette st,797 third ave,` new york ',` new york city '
326,pen & pencil,212/682 -8660,american,813,smith & wollensky,212-753-1530,steakhouses,205 e 45th st,797 third ave,` new york ',` new york city '
228,dean & deluca,212/254 -8776,` coffee bar ',813,smith & wollensky,212-753-1530,steakhouses,121 prince st,797 third ave,` new york ',` new york city '
218,cendrillon asian grill & marimba bar,212/343 -9012,asian,813,smith & wollensky,212-753-1530,steakhouses,45 mercer st between broome and grand sts,797 third ave,` new york ',` new york city '
786,gotham bar & grill,212-620-4020,` american ( new ) ',813,smith & wollensky,212-753-1530,steakhouses,12 e 12th st,797 third ave,` new york ',` new york city '
35,gotham bar & grill,212/620 -4020,american,813,smith & wollensky,212-753-1530,steakhouses,12 e 12th st,797 third ave,` new york ',` new york city '
62,smith & wollensky,212/753 -1530,american,813,smith & wollensky,212-753-1530,steakhouses,201 e 49th st,797 third ave,` new york ',` new york city '
618,kelley & ping,212-228-1212,pan-asian,813,smith & wollensky,212-753-1530,steakhouses,127 greene st,797 third ave,` new york city ',` new york city '
652,wollensky grill,212-753-0444,steakhouses,813,smith & wollensky,212-753-1530,steakhouses,205 e 49th st,797 third ave,` new york city ',` new york city '
361,the savannah,212/496 -1066,american,812,sign of the dove,212-861-8080,` american ( new ) ',2420 broadway at 89th st,1110 third ave,` new york ',` new york city '
360,the coffee pot,212/265 -3566,` coffee bar ',812,sign of the dove,212-861-8080,` american ( new ) ',350 9th ave at 49th st,1110 third ave,` new york ',` new york city '
274,jewel of india,212/869 -5544,asian,812,sign of the dove,212-861-8080,` american ( new ) ',15 w 44th st,1110 third ave,` new york ',` new york city '
61,sign of the dove,212/861 -8080,american,812,sign of the dove,212-861-8080,` american ( new ) ',1110 3rd ave at 65th st,1110 third ave,` new york ',` new york city '
63,tavern on the green,212/873 -3200,american,812,sign of the dove,212-861-8080,` american ( new ) ',in central park at 67th st,1110 third ave,` new york ',` new york city '
637,rose of india,212-533-5011,indian,812,sign of the dove,212-861-8080,` american ( new ) ',308 e sixth st,1110 third ave,` new york city ',` new york city '
651,windows on the world,212-524-7000,eclectic,812,sign of the dove,212-861-8080,` american ( new ) ',107th fl,1110 third ave,` new york city ',` new york city '
307,mavalli palace,212/679 -5535,asian,811,shun lee palace,212-371-8844,chinese,46 e 29th st,155 e 55th st,` new york ',` new york city '
60,shun lee west,212/371 -8844,asian,811,shun lee palace,212-371-8844,chinese,43 w 65th st,155 e 55th st,` new york ',` new york city '
352,stage deli,212/245 -7850,delicatessen,809,second avenue deli,212-677-0606,delis,834 7th ave between 53rd and 54th sts,156 second ave,` new york ',` new york city '
29,carnegie deli,212/757 -2245,delicatessen,809,second avenue deli,212-677-0606,delis,854 7th ave between 54th and 55th sts,156 second ave,` new york ',` new york city '
802,park avenue ( new york city ),212-644-1900,` american ( new ) ',809,second avenue deli,212-677-0606,delis,100 e 63rd st,156 second ave,` new york ',` new york city '
51,park avenue,212/644 -1900,american,809,second avenue deli,212-677-0606,delis,100 e 63rd st,156 second ave,` new york ',` new york city '
58,second avenue deli,212/677 -0606,delicatessen,809,second avenue deli,212-677-0606,delis,156 2nd ave at 10th st,156 second ave,` new york ',` new york city '
780,carnegie deli,212-757-2245,delis,809,second avenue deli,212-677-0606,delis,854 seventh ave,156 second ave,` new york city ',` new york city '
342,san pietro,212/753 -9015,italian,808,san domenico,212-265-5959,italian,18 e 54th st,240 central park,` new york ',` new york city '
57,san domenico,212/265 -5959,italian,808,san domenico,212-265-5959,italian,240 central park,240 central park,` new york ',` new york city '
54,pisces,212/260 -6660,seafood,805,pisces,212-260-6660,seafood,95 ave a at 6th st,95 ave a,` new york ',` new york city '
49,montrachet,' 212 / 219-2777 ',french,800,montrachet,212-219-2777,` french bistro ',239 w broadway between walker and white sts,239 w broadway,` new york ',` new york city '
48,mi cocina,212/627 -8273,mexican,799,mi cocina,212-627-8273,mexican,57 jane st off hudson st,57 jane st,` new york ',` new york city '
364,tribeca grill,212/941 -3900,american,798,mesa grill,212-807-7400,southwestern,375 greenwich st near franklin st,102 fifth ave,` new york ',` new york city '
345,sea grill,212/332 -7610,seafood,798,mesa grill,212-807-7400,southwestern,19 w 49th st,102 fifth ave,` new york ',` new york city '
277,judson grill,212/582 -5252,american,798,mesa grill,212-807-7400,southwestern,152 w 52nd st,102 fifth ave,` new york ',` new york city '
269,inca grill,212/966 -3371,` latin american ',798,mesa grill,212-807-7400,southwestern,492 broome st near w broadway,102 fifth ave,` new york ',` new york city '
221,china grill,212/333 -7788,american,798,mesa grill,212-807-7400,southwestern,60 w 53rd st,102 fifth ave,` new york ',` new york city '
218,cendrillon asian grill & marimba bar,212/343 -9012,asian,798,mesa grill,212-807-7400,southwestern,45 mercer st between broome and grand sts,102 fifth ave,` new york ',` new york city '
198,bryant park grill roof restaurant and bp,212/840 -6500,american,798,mesa grill,212-807-7400,southwestern,25 w 40th st between 5th and 6th aves,102 fifth ave,` new york ',` new york city '
182,ambassador grill,212/702 -5014,american,798,mesa grill,212-807-7400,southwestern,1 united nations plaza at 44th st,102 fifth ave,` new york ',` new york city '
34,four seasons grill room,212/754 -9494,american,798,mesa grill,212-807-7400,southwestern,99 e 52nd st,102 fifth ave,` new york ',` new york city '
786,gotham bar & grill,212-620-4020,` american ( new ) ',798,mesa grill,212-807-7400,southwestern,12 e 12th st,102 fifth ave,` new york ',` new york city '
35,gotham bar & grill,212/620 -4020,american,798,mesa grill,212-807-7400,southwestern,12 e 12th st,102 fifth ave,` new york ',` new york city '
47,mesa grill,212/807 -7400,american,798,mesa grill,212-807-7400,southwestern,102 5th ave between 15th and 16th sts,102 fifth ave,` new york ',` new york city '
652,wollensky grill,212-753-0444,steakhouses,798,mesa grill,212-807-7400,southwestern,205 e 49th st,102 fifth ave,` new york city ',` new york city '
294,les halles,212/679 -4111,french,793,les celebrites,212-484-5113,` french ( classic ) ',411 park ave between 28th and 29th sts,155 w 58th st,` new york ',` new york city '
42,les celebrites,212/484 -5113,french,793,les celebrites,212-484-5113,` french ( classic ) ',160 central park,155 w 58th st,` new york ',` new york city '
282,la reserve,212/247 -2993,french,791,la cote basque,212-688-6525,` french ( classic ) ',4 w 49th st,60 w 55th st,` new york ',` new york city '
217,casa la femme,212/505 -0005,` middle eastern ',791,la cote basque,212-688-6525,` french ( classic ) ',150 wooster st between houston and prince sts,60 w 55th st,` new york ',` new york city '
203,la fortuna,212/724 -5846,` coffee bar ',791,la cote basque,212-688-6525,` french ( classic ) ',69 w 71st st,60 w 55th st,` new york ',` new york city '
790,la caravelle,212-586-4252,` french ( classic ) ',791,la cote basque,212-688-6525,` french ( classic ) ',33 w 55th st,60 w 55th st,` new york ',` new york city '
39,la caravelle,212/586 -4252,french,791,la cote basque,212-688-6525,` french ( classic ) ',33 w 55th st,60 w 55th st,` new york ',` new york city '
40,la cote basque,212/688 -6525,french,791,la cote basque,212-688-6525,` french ( classic ) ',60 w 55th st between 5th and 6th ave,60 w 55th st,` new york ',` new york city '
621,la caridad,212-874-2780,cuban,791,la cote basque,212-688-6525,` french ( classic ) ',2199 broadway,60 w 55th st,` new york city ',` new york city '
622,la grenouille,212-752-1495,` french ( classic ) ',791,la cote basque,212-688-6525,` french ( classic ) ',3 e 52nd st,60 w 55th st,` new york city ',` new york city '
295,lincoln tavern,212/721 -8271,american,787,gramercy tavern,212-477-0777,` american ( new ) ',51 w 64th st,42 e 20th st,` new york ',` new york city '
250,fraunces tavern,212/269 -0144,american,787,gramercy tavern,212-477-0777,` american ( new ) ',54 pearl st at broad st,42 e 20th st,` new york ',` new york city '
36,gramercy tavern,212/477 -0777,american,787,gramercy tavern,212-477-0777,` american ( new ) ',42 e 20th st between park ave and broadway,42 e 20th st,` new york ',` new york city '
